Subscription_ID,Customer_ID,Plan_Name,Plan_Type,Start_Date,End_Date,Monthly_Charges,Total_Revenue
SUB000349,CUST05493,Premium,Yearly,2020-12-14,2021-12-14,1200,14400
SUB000350,CUST01598,Premium,Monthly,2020-12-15,2021-01-14,1200,1200
SUB000351,CUST08250,Premium,Monthly,2020-12-16,2021-01-15,1200,1200
SUB000352,CUST06828,Basic,Monthly,2020-12-17,2021-01-16,500,500
SUB000353,CUST05946,Basic,Monthly,2020-12-18,2021-01-17,500,500
SUB000354,CUST13302,Standard,Monthly,2020-12-19,2021-01-18,800,800
SUB000355,CUST19306,Premium,Yearly,2020-12-20,2021-12-20,1200,14400
SUB000356,CUST11004,Basic,Monthly,2020-12-21,2021-01-20,500,500
SUB000357,CUST06984,Standard,Monthly,2020-12-22,2021-01-21,800,800
SUB000358,CUST14854,Standard,Monthly,2020-12-23,2021-01-22,800,800
SUB000359,CUST06230,Basic,Yearly,2020-12-24,2021-12-24,500,6000
SUB000360,CUST11412,Standard,Monthly,2020-12-25,2021-01-24,800,800
SUB000361,CUST09792,Premium,Monthly,2020-12-26,2021-01-25,1200,1200
SUB000362,CUST11739,Standard,Monthly,2020-12-27,2021-01-26,800,800
SUB000363,CUST06811,Basic,Monthly,2020-12-28,2021-01-27,500,500
SUB000364,CUST11399,Premium,Yearly,2020-12-29,2021-12-29,1200,14400
SUB000365,CUST12552,Premium,Monthly,2020-12-30,2021-01-29,1200,1200
SUB000366,CUST03940,Premium,Yearly,2020-12-31,2021-12-31,1200,14400
SUB000367,CUST07746,Basic,Monthly,2021-01-01,2021-01-31,500,500
SUB000368,CUST08455,Basic,Monthly,2021-01-02,2021-02-01,500,500
SUB000369,CUST11080,Standard,Monthly,2021-01-03,2021-02-02,800,800
SUB000370,CUST08646,Standard,Monthly,2021-01-04,2021-02-03,800,800
SUB000371,CUST09447,Standard,Monthly,2021-01-05,2021-02-04,800,800
SUB000372,CUST03672,Standard,Yearly,2021-01-06,2022-01-06,800,9600
SUB000373,CUST11380,Basic,Monthly,2021-01-07,2021-02-06,500,500
SUB000374,CUST12838,Standard,Monthly,2021-01-08,2021-02-07,800,800
SUB000375,CUST16583,Basic,Monthly,2021-01-09,2021-02-08,500,500
SUB000376,CUST05898,Standard,Yearly,2021-01-10,2022-01-10,800,9600
SUB000377,CUST15006,Premium,Monthly,2021-01-11,2021-02-10,1200,1200
SUB000378,CUST03815,Standard,Monthly,2021-01-12,2021-02-11,800,800
SUB000379,CUST07451,Standard,Monthly,2021-01-13,2021-02-12,800,800
SUB000380,CUST16670,Basic,Monthly,2021-01-14,2021-02-13,500,500
SUB000381,CUST01152,Standard,Monthly,2021-01-15,2021-02-14,800,800
SUB000382,CUST09423,Basic,Yearly,2021-01-16,2022-01-16,500,6000
SUB000383,CUST16642,Basic,Monthly,2021-01-17,2021-02-16,500,500
SUB000384,CUST17160,Standard,Yearly,2021-01-18,2022-01-18,800,9600
SUB000385,CUST12848,Basic,Monthly,2021-01-19,2021-02-18,500,500
SUB000386,CUST00701,Standard,Monthly,2021-01-20,2021-02-19,800,800
SUB000387,CUST04237,Basic,Monthly,2021-01-21,2021-02-20,500,500
SUB000388,CUST00978,Basic,Monthly,2021-01-22,2021-02-21,500,500
SUB000389,CUST06037,Premium,Yearly,2021-01-23,2022-01-23,1200,14400
SUB000390,CUST05762,Premium,Monthly,2021-01-24,2021-02-23,1200,1200
SUB000391,CUST01876,Basic,Monthly,2021-01-25,2021-02-24,500,500
SUB000392,CUST11927,Basic,Monthly,2021-01-26,2021-02-25,500,500
SUB000393,CUST00213,Basic,Monthly,2021-01-27,2021-02-26,500,500
SUB000394,CUST17182,Basic,Yearly,2021-01-28,2022-01-28,500,6000
SUB000395,CUST15222,Standard,Monthly,2021-01-29,2021-02-28,800,800
SUB000396,CUST00038,Standard,Monthly,2021-01-30,2021-03-01,800,800
SUB000397,CUST11156,Standard,Monthly,2021-01-31,2021-03-02,800,800
SUB000398,CUST15412,Premium,Yearly,2021-02-01,2022-02-01,1200,14400
SUB000399,CUST13139,Standard,Monthly,2021-02-02,2021-03-04,800,800
SUB000400,CUST10153,Basic,Monthly,2021-02-03,2021-03-05,500,500
SUB000401,CUST07377,Premium,Monthly,2021-02-04,2021-03-06,1200,1200
SUB000402,CUST04157,Basic,Yearly,2021-02-05,2022-02-05,500,6000
SUB000403,CUST04354,Standard,Monthly,2021-02-06,2021-03-08,800,800
SUB000404,CUST16519,Premium,Yearly,2021-02-07,2022-02-07,1200,14400
SUB000405,CUST14396,Basic,Monthly,2021-02-08,2021-03-10,500,500
SUB000406,CUST10429,Basic,Monthly,2021-02-09,2021-03-11,500,500
SUB000407,CUST02384,Basic,Yearly,2021-02-10,2022-02-10,500,6000
SUB000408,CUST15387,Standard,Monthly,2021-02-11,2021-03-13,800,800
SUB000409,CUST03073,Standard,Yearly,2021-02-12,2022-02-12,800,9600
SUB000410,CUST19158,Basic,Yearly,2021-02-13,2022-02-13,500,6000
SUB000411,CUST08278,Standard,Yearly,2021-02-14,2022-02-14,800,9600
SUB000412,CUST06716,Basic,Monthly,2021-02-15,2021-03-17,500,500
SUB000413,CUST10037,Basic,Monthly,2021-02-16,2021-03-18,500,500
SUB000414,CUST05668,Standard,Monthly,2021-02-17,2021-03-19,800,800
SUB000415,CUST15768,Basic,Monthly,2021-02-18,2021-03-20,500,500
SUB000416,CUST11043,Basic,Yearly,2021-02-19,2022-02-19,500,6000
SUB000417,CUST07569,Basic,Monthly,2021-02-20,2021-03-22,500,500
SUB000418,CUST05587,Basic,Monthly,2021-02-21,2021-03-23,500,500
SUB000419,CUST18607,Basic,Yearly,2021-02-22,2022-02-22,500,6000
SUB000420,CUST05721,Basic,Monthly,2021-02-23,2021-03-25,500,500
SUB000421,CUST17467,Premium,Yearly,2021-02-24,2022-02-24,1200,14400
SUB000422,CUST05693,Premium,Monthly,2021-02-25,2021-03-27,1200,1200
SUB000423,CUST08598,Basic,Yearly,2021-02-26,2022-02-26,500,6000
SUB000424,CUST02535,Basic,Monthly,2021-02-27,2021-03-29,500,500
SUB000425,CUST10994,Basic,Yearly,2021-02-28,2022-02-28,500,6000
SUB000426,CUST04552,Standard,Monthly,2021-03-01,2021-03-31,800,800
SUB000427,CUST16606,Standard,Monthly,2021-03-02,2021-04-01,800,800
SUB000428,CUST19312,Premium,Yearly,2021-03-03,2022-03-03,1200,14400
SUB000429,CUST07770,Premium,Monthly,2021-03-04,2021-04-03,1200,1200
SUB000430,CUST09743,Premium,Yearly,2021-03-05,2022-03-05,1200,14400
SUB000431,CUST01956,Standard,Monthly,2021-03-06,2021-04-05,800,800
SUB000432,CUST08045,Premium,Monthly,2021-03-07,2021-04-06,1200,1200
SUB000433,CUST11449,Basic,Monthly,2021-03-08,2021-04-07,500,500
SUB000434,CUST00716,Premium,Monthly,2021-03-09,2021-04-08,1200,1200
SUB000435,CUST01065,Premium,Monthly,2021-03-10,2021-04-09,1200,1200
SUB000436,CUST15019,Basic,Monthly,2021-03-11,2021-04-10,500,500
SUB000437,CUST04876,Basic,Monthly,2021-03-12,2021-04-11,500,500
SUB000438,CUST08900,Premium,Monthly,2021-03-13,2021-04-12,1200,1200
SUB000439,CUST19139,Standard,Yearly,2021-03-14,2022-03-14,800,9600
SUB000440,CUST11749,Premium,Yearly,2021-03-15,2022-03-15,1200,14400
SUB000441,CUST13542,Standard,Yearly,2021-03-16,2022-03-16,800,9600
SUB000442,CUST05728,Standard,Monthly,2021-03-17,2021-04-16,800,800
SUB000443,CUST18436,Basic,Yearly,2021-03-18,2022-03-18,500,6000
SUB000444,CUST15223,Standard,Monthly,2021-03-19,2021-04-18,800,800
SUB000445,CUST07042,Premium,Monthly,2021-03-20,2021-04-19,1200,1200
SUB000446,CUST08238,Standard,Monthly,2021-03-21,2021-04-20,800,800
SUB000447,CUST09353,Standard,Monthly,2021-03-22,2021-04-21,800,800
SUB000448,CUST09864,Premium,Monthly,2021-03-23,2021-04-22,1200,1200
SUB000449,CUST01895,Basic,Monthly,2021-03-24,2021-04-23,500,500
SUB000450,CUST17551,Standard,Yearly,2021-03-25,2022-03-25,800,9600
SUB000451,CUST17834,Premium,Monthly,2021-03-26,2021-04-25,1200,1200
SUB000452,CUST02398,Standard,Monthly,2021-03-27,2021-04-26,800,800
SUB000453,CUST19891,Standard,Monthly,2021-03-28,2021-04-27,800,800
SUB000454,CUST12182,Standard,Monthly,2021-03-29,2021-04-28,800,800
SUB000455,CUST08470,Standard,Monthly,2021-03-30,2021-04-29,800,800
SUB000456,CUST14021,Premium,Yearly,2021-03-31,2022-03-31,1200,14400
SUB000457,CUST12229,Standard,Monthly,2021-04-01,2021-05-01,800,800
SUB000458,CUST01474,Premium,Yearly,2021-04-02,2022-04-02,1200,14400
SUB000459,CUST00478,Basic,Yearly,2021-04-03,2022-04-03,500,6000
SUB000460,CUST13888,Basic,Monthly,2021-04-04,2021-05-04,500,500
SUB000461,CUST07821,Basic,Yearly,2021-04-05,2022-04-05,500,6000
SUB000462,CUST16894,Premium,Yearly,2021-04-06,2022-04-06,1200,14400
SUB000463,CUST11163,Premium,Monthly,2021-04-07,2021-05-07,1200,1200
SUB000464,CUST05935,Premium,Monthly,2021-04-08,2021-05-08,1200,1200
SUB000465,CUST11541,Basic,Monthly,2021-04-09,2021-05-09,500,500
SUB000466,CUST10191,Standard,Monthly,2021-04-10,2021-05-10,800,800
SUB000467,CUST09593,Premium,Monthly,2021-04-11,2021-05-11,1200,1200
SUB000468,CUST01062,Basic,Monthly,2021-04-12,2021-05-12,500,500
SUB000469,CUST04647,Premium,Monthly,2021-04-13,2021-05-13,1200,1200
SUB000470,CUST04772,Premium,Monthly,2021-04-14,2021-05-14,1200,1200
SUB000471,CUST00356,Basic,Monthly,2021-04-15,2021-05-15,500,500
SUB000472,CUST03009,Premium,Yearly,2021-04-16,2022-04-16,1200,14400
SUB000473,CUST16674,Premium,Monthly,2021-04-17,2021-05-17,1200,1200
SUB000474,CUST07941,Premium,Monthly,2021-04-18,2021-05-18,1200,1200
SUB000475,CUST14399,Basic,Monthly,2021-04-19,2021-05-19,500,500
SUB000476,CUST09708,Basic,Monthly,2021-04-20,2021-05-20,500,500
SUB000477,CUST10410,Premium,Monthly,2021-04-21,2021-05-21,1200,1200
SUB000478,CUST00013,Basic,Monthly,2021-04-22,2021-05-22,500,500
SUB000479,CUST00389,Premium,Monthly,2021-04-23,2021-05-23,1200,1200
SUB000480,CUST18342,Premium,Yearly,2021-04-24,2022-04-24,1200,14400
SUB000481,CUST10976,Premium,Monthly,2021-04-25,2021-05-25,1200,1200
SUB000482,CUST03678,Premium,Monthly,2021-04-26,2021-05-26,1200,1200
SUB000483,CUST14001,Standard,Yearly,2021-04-27,2022-04-27,800,9600
SUB000484,CUST03420,Standard,Yearly,2021-04-28,2022-04-28,800,9600
SUB000485,CUST10597,Premium,Monthly,2021-04-29,2021-05-29,1200,1200
SUB000486,CUST12921,Premium,Monthly,2021-04-30,2021-05-30,1200,1200
SUB000487,CUST03241,Basic,Monthly,2021-05-01,2021-05-31,500,500
SUB000488,CUST03756,Premium,Monthly,2021-05-02,2021-06-01,1200,1200
SUB000489,CUST02205,Basic,Monthly,2021-05-03,2021-06-02,500,500
SUB000490,CUST01348,Standard,Yearly,2021-05-04,2022-05-04,800,9600
SUB000491,CUST13522,Standard,Yearly,2021-05-05,2022-05-05,800,9600
SUB000492,CUST16153,Basic,Monthly,2021-05-06,2021-06-05,500,500
SUB000493,CUST09412,Premium,Monthly,2021-05-07,2021-06-06,1200,1200
SUB000494,CUST11963,Basic,Monthly,2021-05-08,2021-06-07,500,500
SUB000495,CUST00498,Standard,Yearly,2021-05-09,2022-05-09,800,9600
SUB000496,CUST07825,Premium,Yearly,2021-05-10,2022-05-10,1200,14400
SUB000497,CUST06261,Premium,Monthly,2021-05-11,2021-06-10,1200,1200
SUB000498,CUST00915,Premium,Monthly,2021-05-12,2021-06-11,1200,1200
SUB000499,CUST13725,Standard,Monthly,2021-05-13,2021-06-12,800,800
SUB000500,CUST04964,Premium,Monthly,2021-05-14,2021-06-13,1200,1200
SUB000501,CUST18759,Standard,Yearly,2021-05-15,2022-05-15,800,9600
SUB000502,CUST05660,Standard,Monthly,2021-05-16,2021-06-15,800,800
SUB000503,CUST12040,Standard,Yearly,2021-05-17,2022-05-17,800,9600
SUB000504,CUST06877,Basic,Monthly,2021-05-18,2021-06-17,500,500
SUB000505,CUST12810,Standard,Monthly,2021-05-19,2021-06-18,800,800
SUB000506,CUST13316,Standard,Yearly,2021-05-20,2022-05-20,800,9600
SUB000507,CUST10421,Basic,Yearly,2021-05-21,2022-05-21,500,6000
SUB000508,CUST02534,Premium,Monthly,2021-05-22,2021-06-21,1200,1200
SUB000509,CUST01223,Basic,Yearly,2021-05-23,2022-05-23,500,6000
SUB000510,CUST07264,Premium,Yearly,2021-05-24,2022-05-24,1200,14400
SUB000511,CUST08063,Basic,Monthly,2021-05-25,2021-06-24,500,500
SUB000512,CUST11825,Premium,Yearly,2021-05-26,2022-05-26,1200,14400
SUB000513,CUST16473,Basic,Monthly,2021-05-27,2021-06-26,500,500
SUB000514,CUST07686,Basic,Monthly,2021-05-28,2021-06-27,500,500
SUB000515,CUST19379,Standard,Monthly,2021-05-29,2021-06-28,800,800
SUB000516,CUST07067,Premium,Yearly,2021-05-30,2022-05-30,1200,14400
SUB000517,CUST19966,Basic,Monthly,2021-05-31,2021-06-30,500,500
SUB000518,CUST14364,Basic,Monthly,2021-06-01,2021-07-01,500,500
SUB000519,CUST14891,Premium,Monthly,2021-06-02,2021-07-02,1200,1200
SUB000520,CUST12387,Basic,Monthly,2021-06-03,2021-07-03,500,500
SUB000521,CUST08847,Basic,Monthly,2021-06-04,2021-07-04,500,500
SUB000522,CUST08645,Standard,Monthly,2021-06-05,2021-07-05,800,800
SUB000523,CUST00292,Standard,Monthly,2021-06-06,2021-07-06,800,800
SUB000524,CUST13921,Premium,Monthly,2021-06-07,2021-07-07,1200,1200
SUB000525,CUST14307,Premium,Yearly,2021-06-08,2022-06-08,1200,14400
SUB000526,CUST18218,Standard,Yearly,2021-06-09,2022-06-09,800,9600
SUB000527,CUST18302,Basic,Monthly,2021-06-10,2021-07-10,500,500
SUB000528,CUST03614,Basic,Yearly,2021-06-11,2022-06-11,500,6000
SUB000529,CUST12071,Standard,Monthly,2021-06-12,2021-07-12,800,800
SUB000530,CUST14510,Basic,Monthly,2021-06-13,2021-07-13,500,500
SUB000531,CUST17594,Premium,Monthly,2021-06-14,2021-07-14,1200,1200
SUB000532,CUST08443,Standard,Yearly,2021-06-15,2022-06-15,800,9600
SUB000533,CUST02669,Basic,Yearly,2021-06-16,2022-06-16,500,6000
SUB000534,CUST17848,Basic,Monthly,2021-06-17,2021-07-17,500,500
SUB000535,CUST03285,Premium,Monthly,2021-06-18,2021-07-18,1200,1200
SUB000536,CUST08536,Premium,Monthly,2021-06-19,2021-07-19,1200,1200
SUB000537,CUST16054,Premium,Monthly,2021-06-20,2021-07-20,1200,1200
SUB000538,CUST03926,Premium,Monthly,2021-06-21,2021-07-21,1200,1200
SUB000539,CUST07147,Standard,Monthly,2021-06-22,2021-07-22,800,800
SUB000540,CUST10586,Standard,Monthly,2021-06-23,2021-07-23,800,800
SUB000541,CUST05614,Standard,Monthly,2021-06-24,2021-07-24,800,800
SUB000542,CUST14872,Basic,Yearly,2021-06-25,2022-06-25,500,6000
SUB000543,CUST04963,Basic,Monthly,2021-06-26,2021-07-26,500,500
SUB000544,CUST07802,Basic,Monthly,2021-06-27,2021-07-27,500,500
SUB000545,CUST16470,Basic,Monthly,2021-06-28,2021-07-28,500,500
SUB000546,CUST17425,Basic,Yearly,2021-06-29,2022-06-29,500,6000
SUB000547,CUST02292,Standard,Yearly,2021-06-30,2022-06-30,800,9600
SUB000548,CUST10174,Premium,Yearly,2021-07-01,2022-07-01,1200,14400
SUB000549,CUST13068,Standard,Monthly,2021-07-02,2021-08-01,800,800
SUB000550,CUST01933,Premium,Yearly,2021-07-03,2022-07-03,1200,14400
SUB000551,CUST06150,Premium,Monthly,2021-07-04,2021-08-03,1200,1200
SUB000552,CUST11203,Standard,Yearly,2021-07-05,2022-07-05,800,9600
SUB000553,CUST16765,Premium,Monthly,2021-07-06,2021-08-05,1200,1200
SUB000554,CUST00779,Premium,Yearly,2021-07-07,2022-07-07,1200,14400
SUB000555,CUST19691,Basic,Monthly,2021-07-08,2021-08-07,500,500
SUB000556,CUST03456,Basic,Monthly,2021-07-09,2021-08-08,500,500
SUB000557,CUST00124,Premium,Yearly,2021-07-10,2022-07-10,1200,14400
SUB000558,CUST01084,Premium,Monthly,2021-07-11,2021-08-10,1200,1200
SUB000559,CUST18442,Premium,Yearly,2021-07-12,2022-07-12,1200,14400
SUB000560,CUST13996,Standard,Monthly,2021-07-13,2021-08-12,800,800
SUB000561,CUST19603,Premium,Yearly,2021-07-14,2022-07-14,1200,14400
SUB000562,CUST04708,Premium,Yearly,2021-07-15,2022-07-15,1200,14400
SUB000563,CUST16378,Basic,Monthly,2021-07-16,2021-08-15,500,500
SUB000564,CUST01807,Premium,Monthly,2021-07-17,2021-08-16,1200,1200
SUB000565,CUST13015,Premium,Yearly,2021-07-18,2022-07-18,1200,14400
SUB000566,CUST05671,Basic,Monthly,2021-07-19,2021-08-18,500,500
SUB000567,CUST07667,Premium,Monthly,2021-07-20,2021-08-19,1200,1200
SUB000568,CUST03670,Premium,Yearly,2021-07-21,2022-07-21,1200,14400
SUB000569,CUST12495,Standard,Monthly,2021-07-22,2021-08-21,800,800
SUB000570,CUST14236,Premium,Monthly,2021-07-23,2021-08-22,1200,1200
SUB000571,CUST11520,Basic,Yearly,2021-07-24,2022-07-24,500,6000
SUB000572,CUST19124,Premium,Yearly,2021-07-25,2022-07-25,1200,14400
SUB000573,CUST19343,Premium,Monthly,2021-07-26,2021-08-25,1200,1200
SUB000574,CUST07187,Premium,Monthly,2021-07-27,2021-08-26,1200,1200
SUB000575,CUST10194,Premium,Monthly,2021-07-28,2021-08-27,1200,1200
SUB000576,CUST00714,Basic,Yearly,2021-07-29,2022-07-29,500,6000
SUB000577,CUST09074,Basic,Monthly,2021-07-30,2021-08-29,500,500
SUB000578,CUST10840,Premium,Monthly,2021-07-31,2021-08-30,1200,1200
SUB000579,CUST19384,Premium,Yearly,2021-08-01,2022-08-01,1200,14400
SUB000580,CUST08435,Basic,Monthly,2021-08-02,2021-09-01,500,500
SUB000581,CUST17381,Standard,Yearly,2021-08-03,2022-08-03,800,9600
SUB000582,CUST00971,Premium,Monthly,2021-08-04,2021-09-03,1200,1200
SUB000583,CUST01541,Premium,Monthly,2021-08-05,2021-09-04,1200,1200
SUB000584,CUST00651,Basic,Monthly,2021-08-06,2021-09-05,500,500
SUB000585,CUST06247,Premium,Monthly,2021-08-07,2021-09-06,1200,1200
SUB000586,CUST05979,Premium,Monthly,2021-08-08,2021-09-07,1200,1200
SUB000587,CUST09462,Premium,Monthly,2021-08-09,2021-09-08,1200,1200
SUB000588,CUST02196,Premium,Yearly,2021-08-10,2022-08-10,1200,14400
SUB000589,CUST11250,Basic,Monthly,2021-08-11,2021-09-10,500,500
SUB000590,CUST09392,Premium,Monthly,2021-08-12,2021-09-11,1200,1200
SUB000591,CUST00769,Standard,Monthly,2021-08-13,2021-09-12,800,800
SUB000592,CUST04515,Basic,Monthly,2021-08-14,2021-09-13,500,500
SUB000593,CUST01946,Basic,Monthly,2021-08-15,2021-09-14,500,500
SUB000594,CUST19209,Standard,Monthly,2021-08-16,2021-09-15,800,800
SUB000595,CUST19569,Standard,Monthly,2021-08-17,2021-09-16,800,800
SUB000596,CUST15528,Premium,Monthly,2021-08-18,2021-09-17,1200,1200
SUB000597,CUST08420,Standard,Yearly,2021-08-19,2022-08-19,800,9600
SUB000598,CUST13349,Premium,Yearly,2021-08-20,2022-08-20,1200,14400
SUB000599,CUST18011,Premium,Monthly,2021-08-21,2021-09-20,1200,1200
SUB000600,CUST09543,Premium,Yearly,2021-08-22,2022-08-22,1200,14400
SUB000601,CUST19422,Basic,Yearly,2021-08-23,2022-08-23,500,6000
SUB000602,CUST04274,Premium,Monthly,2021-08-24,2021-09-23,1200,1200
SUB000603,CUST15542,Premium,Monthly,2021-08-25,2021-09-24,1200,1200
SUB000604,CUST18398,Basic,Monthly,2021-08-26,2021-09-25,500,500
SUB000605,CUST12910,Premium,Monthly,2021-08-27,2021-09-26,1200,1200
SUB000606,CUST10088,Basic,Monthly,2021-08-28,2021-09-27,500,500
SUB000607,CUST15469,Basic,Monthly,2021-08-29,2021-09-28,500,500
SUB000608,CUST15269,Premium,Monthly,2021-08-30,2021-09-29,1200,1200
SUB000609,CUST10500,Premium,Monthly,2021-08-31,2021-09-30,1200,1200
SUB000610,CUST16655,Premium,Monthly,2021-09-01,2021-10-01,1200,1200
SUB000611,CUST07205,Basic,Monthly,2021-09-02,2021-10-02,500,500
SUB000612,CUST16777,Standard,Monthly,2021-09-03,2021-10-03,800,800
SUB000613,CUST16142,Basic,Monthly,2021-09-04,2021-10-04,500,500
SUB000614,CUST14703,Standard,Monthly,2021-09-05,2021-10-05,800,800
SUB000615,CUST04990,Standard,Monthly,2021-09-06,2021-10-06,800,800
SUB000616,CUST08786,Premium,Monthly,2021-09-07,2021-10-07,1200,1200
SUB000617,CUST18994,Basic,Monthly,2021-09-08,2021-10-08,500,500
SUB000618,CUST05198,Basic,Yearly,2021-09-09,2022-09-09,500,6000
SUB000619,CUST15002,Basic,Yearly,2021-09-10,2022-09-10,500,6000
SUB000620,CUST00560,Basic,Yearly,2021-09-11,2022-09-11,500,6000
SUB000621,CUST06003,Standard,Yearly,2021-09-12,2022-09-12,800,9600
SUB000622,CUST04009,Premium,Monthly,2021-09-13,2021-10-13,1200,1200
SUB000623,CUST01396,Standard,Yearly,2021-09-14,2022-09-14,800,9600
SUB000624,CUST11649,Standard,Monthly,2021-09-15,2021-10-15,800,800
SUB000625,CUST04373,Standard,Monthly,2021-09-16,2021-10-16,800,800
SUB000626,CUST06766,Basic,Monthly,2021-09-17,2021-10-17,500,500
SUB000627,CUST15432,Standard,Monthly,2021-09-18,2021-10-18,800,800
SUB000628,CUST14327,Basic,Monthly,2021-09-19,2021-10-19,500,500
SUB000629,CUST03481,Basic,Monthly,2021-09-20,2021-10-20,500,500
SUB000630,CUST19986,Basic,Monthly,2021-09-21,2021-10-21,500,500
SUB000631,CUST14351,Basic,Monthly,2021-09-22,2021-10-22,500,500
SUB000632,CUST08234,Standard,Yearly,2021-09-23,2022-09-23,800,9600
SUB000633,CUST12308,Standard,Monthly,2021-09-24,2021-10-24,800,800
SUB000634,CUST17424,Basic,Yearly,2021-09-25,2022-09-25,500,6000
SUB000635,CUST00647,Premium,Monthly,2021-09-26,2021-10-26,1200,1200
SUB000636,CUST00607,Basic,Monthly,2021-09-27,2021-10-27,500,500
SUB000637,CUST10333,Standard,Yearly,2021-09-28,2022-09-28,800,9600
SUB000638,CUST10130,Basic,Monthly,2021-09-29,2021-10-29,500,500
SUB000639,CUST05618,Standard,Monthly,2021-09-30,2021-10-30,800,800
SUB000640,CUST12185,Standard,Yearly,2021-10-01,2022-10-01,800,9600
SUB000641,CUST00456,Premium,Monthly,2021-10-02,2021-11-01,1200,1200
SUB000642,CUST12640,Standard,Monthly,2021-10-03,2021-11-02,800,800
SUB000643,CUST00923,Basic,Yearly,2021-10-04,2022-10-04,500,6000
SUB000644,CUST04058,Standard,Monthly,2021-10-05,2021-11-04,800,800
SUB000645,CUST14639,Basic,Monthly,2021-10-06,2021-11-05,500,500
SUB000646,CUST16711,Premium,Yearly,2021-10-07,2022-10-07,1200,14400
SUB000647,CUST00123,Premium,Monthly,2021-10-08,2021-11-07,1200,1200
SUB000648,CUST10418,Standard,Monthly,2021-10-09,2021-11-08,800,800
SUB000649,CUST13614,Premium,Yearly,2021-10-10,2022-10-10,1200,14400
SUB000650,CUST08194,Standard,Monthly,2021-10-11,2021-11-10,800,800
SUB000651,CUST17554,Premium,Monthly,2021-10-12,2021-11-11,1200,1200
SUB000652,CUST10788,Standard,Monthly,2021-10-13,2021-11-12,800,800
SUB000653,CUST13912,Standard,Yearly,2021-10-14,2022-10-14,800,9600
SUB000654,CUST19063,Basic,Monthly,2021-10-15,2021-11-14,500,500
SUB000655,CUST01066,Standard,Monthly,2021-10-16,2021-11-15,800,800
SUB000656,CUST17766,Basic,Monthly,2021-10-17,2021-11-16,500,500
SUB000657,CUST18059,Standard,Monthly,2021-10-18,2021-11-17,800,800
SUB000658,CUST02619,Standard,Monthly,2021-10-19,2021-11-18,800,800
SUB000659,CUST18122,Standard,Monthly,2021-10-20,2021-11-19,800,800
SUB000660,CUST02097,Premium,Yearly,2021-10-21,2022-10-21,1200,14400
SUB000661,CUST00952,Premium,Yearly,2021-10-22,2022-10-22,1200,14400
SUB000662,CUST07622,Standard,Monthly,2021-10-23,2021-11-22,800,800
SUB000663,CUST17136,Premium,Monthly,2021-10-24,2021-11-23,1200,1200
SUB000664,CUST17024,Standard,Monthly,2021-10-25,2021-11-24,800,800
SUB000665,CUST18250,Basic,Monthly,2021-10-26,2021-11-25,500,500
SUB000666,CUST08119,Basic,Monthly,2021-10-27,2021-11-26,500,500
SUB000667,CUST18525,Standard,Monthly,2021-10-28,2021-11-27,800,800
SUB000668,CUST19123,Basic,Monthly,2021-10-29,2021-11-28,500,500
